2021-06-04T16:17:48.093Z [AUDIT] Token created by 'anonymous': tokenId='8a2a63c1-baa1-4b46-91c7-f40417140db3', issuer='jfrou@01f7bx1pe9qecxd1dj698wp1v5', subject='jfrou@01f7bx1pe9qecxd1dj698wp1v5', expiry=none, refreshable=false
2021-06-04T18:29:52.126Z [AUDIT] Token created by 'jffe@000': tokenId='ae9ce540-58ba-4df6-8773-bea990e61283', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1622831992125, refreshable=false
2021-06-04T18:38:10.902Z [AUDIT] Token created by 'jffe@000': tokenId='b00ba4d4-a99e-4148-98fe-c3459db13531', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1622832490902, refreshable=false
2021-06-04T18:39:52.236Z [AUDIT] Token created by 'jffe@000': tokenId='3b73d2ab-db8a-468f-ac5c-8bd0deebacfd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1622832592236, refreshable=false
2021-06-04T18:39:52.236Z [AUDIT] Token created by 'jffe@000': tokenId='18392702-1b00-4aa0-83ef-f7048a9aa690', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1622832592236, refreshable=false
2021-06-04T18:39:52.238Z [AUDIT] Token created by 'jffe@000': tokenId='6dc0724c-205f-4485-9589-376d41b6ef55', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1622832592238, refreshable=false
2021-06-07T05:58:56.194Z [AUDIT] Token created by 'jffe@000': tokenId='b86d6894-75b2-463b-9345-64a601afc29c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623046136193, refreshable=false
2021-06-07T05:58:56.192Z [AUDIT] Token created by 'jffe@000': tokenId='04e39e27-6d1c-4fcf-8a18-53eb7a79e292', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623046136192, refreshable=false
2021-06-07T05:58:56.198Z [AUDIT] Token created by 'jffe@000': tokenId='749ec129-e27d-49a6-b0d7-c5a91451c003', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623046136198, refreshable=false
2021-06-07T05:59:31.626Z [AUDIT] Token created by 'jfevt@01f7bx19j4gse11x6zk7h10p62': tokenId='92fef4d8-152d-4e0d-a160-2375d331e874', issuer='jfevt@01f7bx19j4gse11x6zk7h10p62', subject='jfevt@01f7bx19j4gse11x6zk7h10p62', expiry=1623131971619, refreshable=true
2021-06-07T05:59:31.626Z [AUDIT] Token created by 'jfevt@01f7bx19j4gse11x6zk7h10p62': tokenId='83f7d008-6230-4673-8ab7-8b2923ab3666', issuer='jfevt@01f7bx19j4gse11x6zk7h10p62', subject='jfevt@01f7bx19j4gse11x6zk7h10p62', expiry=1623131971619, refreshable=true
2021-06-07T05:59:36.929Z [AUDIT] Token created by 'jffe@000': tokenId='b30f8f1c-6b9b-4407-b6c2-5a715450d123', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1623046176928, refreshable=false
2021-06-07T05:59:36.929Z [AUDIT] Token created by 'jffe@000': tokenId='158fd53a-4561-42d0-a194-cc03923a42eb', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1623046176928, refreshable=false
2021-06-07T06:08:56.298Z [AUDIT] Token created by 'jffe@000': tokenId='223f0b75-2387-4ff6-a72b-2b8e7ba28488', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623046736297, refreshable=false
2021-06-07T06:08:56.298Z [AUDIT] Token created by 'jffe@000': tokenId='444766f1-7b43-471c-a5d7-b0e04e3c4652', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623046736297, refreshable=false
2021-06-07T06:08:56.301Z [AUDIT] Token created by 'jffe@000': tokenId='fca6f66c-d626-4411-9da3-693453c7fec2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623046736301, refreshable=false
2021-06-07T06:18:56.387Z [AUDIT] Token created by 'jffe@000': tokenId='f0f2f8fb-473a-4809-bc2b-98fc319a5c94', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623047336387, refreshable=false
2021-06-07T06:18:56.388Z [AUDIT] Token created by 'jffe@000': tokenId='4f3680ac-51bf-4e7e-9ac1-72bf4e2544d4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623047336388, refreshable=false
2021-06-07T06:18:56.389Z [AUDIT] Token created by 'jffe@000': tokenId='6f1f4474-2010-4edb-b1ce-098a50c104ab', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623047336389, refreshable=false
2021-06-07T06:28:56.514Z [AUDIT] Token created by 'jffe@000': tokenId='beb76e19-adc4-4f63-b2de-6e1673e1d9ee', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623047936514, refreshable=false
2021-06-07T06:28:56.515Z [AUDIT] Token created by 'jffe@000': tokenId='b843c59d-6152-4245-8888-0fc1f1627b44', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623047936515, refreshable=false
2021-06-07T06:28:56.521Z [AUDIT] Token created by 'jffe@000': tokenId='b0e01504-be7f-4b2f-b53e-864046c9c173', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623047936521, refreshable=false
2021-06-07T06:38:56.608Z [AUDIT] Token created by 'jffe@000': tokenId='8a62a257-42ec-4248-8327-cdfa715d98c7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623048536608, refreshable=false
2021-06-07T06:38:56.608Z [AUDIT] Token created by 'jffe@000': tokenId='e1ecb80a-55a1-48b7-bb9e-ac3afe361dcd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623048536608, refreshable=false
2021-06-07T06:38:56.619Z [AUDIT] Token created by 'jffe@000': tokenId='257b6d57-5d14-4c7a-af72-44c87beb6c73', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623048536619, refreshable=false
2021-06-07T06:48:56.744Z [AUDIT] Token created by 'jffe@000': tokenId='04d14a13-bda0-471f-9f53-fec6c3d2ed31', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623049136744, refreshable=false
2021-06-07T06:48:56.744Z [AUDIT] Token created by 'jffe@000': tokenId='b9217efc-324c-4cd5-9786-0d3cb5d8d2b5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623049136744, refreshable=false
2021-06-07T06:48:56.752Z [AUDIT] Token created by 'jffe@000': tokenId='c6070e3e-067f-480d-b550-4e8e7a74426c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623049136752, refreshable=false
2021-06-07T06:58:56.828Z [AUDIT] Token created by 'jffe@000': tokenId='d7cfbff1-cc3f-4041-a277-f23b0783bb63', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623049736828, refreshable=false
2021-06-07T06:58:56.828Z [AUDIT] Token created by 'jffe@000': tokenId='1c45a3e3-ddac-4df8-9cbb-9d0891601b96', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623049736828, refreshable=false
2021-06-07T06:58:56.834Z [AUDIT] Token created by 'jffe@000': tokenId='23c843b8-d51a-4b14-af67-8a26d97dc5f4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623049736833, refreshable=false
2021-06-07T07:08:56.919Z [AUDIT] Token created by 'jffe@000': tokenId='a5aedcd8-c1cf-42b7-8848-4336d100422f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623050336919, refreshable=false
2021-06-07T07:08:56.919Z [AUDIT] Token created by 'jffe@000': tokenId='2c5111ee-7e7d-453d-9160-2f23437ca9e3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623050336919, refreshable=false
2021-06-07T07:08:56.931Z [AUDIT] Token created by 'jffe@000': tokenId='9d83bb23-5270-4a54-90c1-3bdf4e0b8692', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623050336930, refreshable=false
2021-06-07T07:18:57.033Z [AUDIT] Token created by 'jffe@000': tokenId='81dfa0cc-7ea9-4c6d-bb48-dff786921c13', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623050937033, refreshable=false
2021-06-07T07:18:57.033Z [AUDIT] Token created by 'jffe@000': tokenId='be063708-d089-4d69-8d4f-2061c0d2ee30', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623050937033, refreshable=false
2021-06-07T07:18:57.033Z [AUDIT] Token created by 'jffe@000': tokenId='b16b7727-32c4-4786-ab49-7c068de43e63', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623050937033, refreshable=false
2021-06-07T07:28:57.115Z [AUDIT] Token created by 'jffe@000': tokenId='1d940585-ce95-4d69-ba1c-b87a2415dc06', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623051537115, refreshable=false
2021-06-07T07:28:57.117Z [AUDIT] Token created by 'jffe@000': tokenId='82fb36a9-7661-4d92-9007-3c809ece0133', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623051537117, refreshable=false
2021-06-07T07:28:57.122Z [AUDIT] Token created by 'jffe@000': tokenId='38471865-63f9-47a6-9ed8-b92e97f71b05', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623051537122, refreshable=false
2021-06-07T07:38:57.189Z [AUDIT] Token created by 'jffe@000': tokenId='a592796e-b854-4e64-978d-d9d241397419', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623052137189, refreshable=false
2021-06-07T07:38:57.189Z [AUDIT] Token created by 'jffe@000': tokenId='8417c624-89f9-4229-af1d-2e5c1415e4c0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623052137189, refreshable=false
2021-06-07T07:38:57.193Z [AUDIT] Token created by 'jffe@000': tokenId='b2f8e1d3-e546-4027-b71f-17be485b4344', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623052137193, refreshable=false
2021-06-07T07:48:57.303Z [AUDIT] Token created by 'jffe@000': tokenId='c6038c57-59f2-4066-82b0-5e5266381ba3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623052737303, refreshable=false
2021-06-07T07:48:57.303Z [AUDIT] Token created by 'jffe@000': tokenId='a67ae08d-9b67-403e-aefd-f27683d13810', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623052737303, refreshable=false
2021-06-07T07:48:57.312Z [AUDIT] Token created by 'jffe@000': tokenId='57b1d521-6a31-41a9-8234-2b8977cc2d8d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623052737312, refreshable=false
2021-06-07T07:58:57.377Z [AUDIT] Token created by 'jffe@000': tokenId='166550f1-bd4c-4ed5-b598-83076530d6c7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623053337377, refreshable=false
2021-06-07T07:58:57.378Z [AUDIT] Token created by 'jffe@000': tokenId='631384fb-13c5-4656-82b4-447e48f362ee', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623053337378, refreshable=false
2021-06-07T07:58:57.389Z [AUDIT] Token created by 'jffe@000': tokenId='858cefb7-0454-4a26-8d5d-d264c623a69e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623053337389, refreshable=false
2021-06-07T08:08:57.467Z [AUDIT] Token created by 'jffe@000': tokenId='04d61d70-5eb6-4c30-af08-9da2ca0b8819', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623053937467, refreshable=false
2021-06-07T08:08:57.467Z [AUDIT] Token created by 'jffe@000': tokenId='c781547c-0f0e-45ef-a502-f67cf03c1731', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623053937467, refreshable=false
2021-06-07T08:08:57.471Z [AUDIT] Token created by 'jffe@000': tokenId='b371f773-135c-4352-aaa8-04fce6e79285', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623053937471, refreshable=false
2021-06-07T08:18:57.564Z [AUDIT] Token created by 'jffe@000': tokenId='5bbcc32c-3fd1-4855-a97a-f15bd16a0137', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623054537564, refreshable=false
2021-06-07T08:18:57.564Z [AUDIT] Token created by 'jffe@000': tokenId='60c35e31-1129-4a40-b134-7f4485fe49d1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623054537564, refreshable=false
2021-06-07T08:18:57.567Z [AUDIT] Token created by 'jffe@000': tokenId='2c459d20-b6e1-4a7d-8e54-2ea8bb9c02d2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623054537567, refreshable=false
2021-06-07T08:28:57.644Z [AUDIT] Token created by 'jffe@000': tokenId='ddf6ed2c-c527-45bb-a342-c52087abf5b2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623055137644, refreshable=false
2021-06-07T08:28:57.648Z [AUDIT] Token created by 'jffe@000': tokenId='879353bf-5e09-46f8-a66d-b38221cb9928', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623055137648, refreshable=false
2021-06-07T08:28:57.648Z [AUDIT] Token created by 'jffe@000': tokenId='db7c6c92-83b5-4df5-9d93-f3d0e42ca289', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623055137648, refreshable=false
2021-06-07T08:38:57.730Z [AUDIT] Token created by 'jffe@000': tokenId='665e2a72-36cb-4e60-80bd-b8d808860900', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623055737730, refreshable=false
2021-06-07T08:38:57.730Z [AUDIT] Token created by 'jffe@000': tokenId='beebb74d-2211-4822-b081-d9ddd1e1d258', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623055737730, refreshable=false
2021-06-07T08:38:57.731Z [AUDIT] Token created by 'jffe@000': tokenId='3f48f537-d9b0-42cb-82e5-2193f25d9b0a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623055737731, refreshable=false
2021-06-07T08:48:57.787Z [AUDIT] Token created by 'jffe@000': tokenId='871c268d-bf7b-4c60-a059-4068eb2dd4da', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623056337787, refreshable=false
2021-06-07T08:48:57.787Z [AUDIT] Token created by 'jffe@000': tokenId='7ca6f75a-b447-4b6e-8fef-5094d670cf1e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623056337787, refreshable=false
2021-06-07T08:48:57.792Z [AUDIT] Token created by 'jffe@000': tokenId='4b4b7185-3d9c-4d47-a7f1-63d02159fb36', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623056337792, refreshable=false
2021-06-07T08:58:57.864Z [AUDIT] Token created by 'jffe@000': tokenId='7f0554cd-317e-4d6f-8ee7-aef23df7cef7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623056937864, refreshable=false
2021-06-07T08:58:57.864Z [AUDIT] Token created by 'jffe@000': tokenId='f08b80f5-c3e6-492d-8ab5-a14e0edea10a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623056937864, refreshable=false
2021-06-07T08:58:57.864Z [AUDIT] Token created by 'jffe@000': tokenId='6d2325de-b2cd-4ee8-9574-9d9580a9a79a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623056937864, refreshable=false
2021-06-07T09:08:57.961Z [AUDIT] Token created by 'jffe@000': tokenId='1581602f-b077-4070-96d3-c2855c872205', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623057537961, refreshable=false
2021-06-07T09:08:57.961Z [AUDIT] Token created by 'jffe@000': tokenId='d27ee331-d6bd-4e50-9ea4-bc4f4053f59b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623057537961, refreshable=false
2021-06-07T09:08:57.965Z [AUDIT] Token created by 'jffe@000': tokenId='d0f188c0-f6ca-40bd-8cdb-bf5ebf4f171f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623057537965, refreshable=false
2021-06-07T09:18:58.030Z [AUDIT] Token created by 'jffe@000': tokenId='f868eef0-d579-4655-a98c-521ba7bc8471', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623058138030, refreshable=false
2021-06-07T09:18:58.030Z [AUDIT] Token created by 'jffe@000': tokenId='b2dfb05b-03e5-446e-aa08-cd247802f7d5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623058138030, refreshable=false
2021-06-07T09:18:58.035Z [AUDIT] Token created by 'jffe@000': tokenId='e7f35358-0f9f-4ae3-ad95-0891bd8365fd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623058138035, refreshable=false
2021-06-07T09:28:58.118Z [AUDIT] Token created by 'jffe@000': tokenId='9262234b-d4c1-4f38-8f8a-5e6766ff4bc3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623058738118, refreshable=false
2021-06-07T09:28:58.127Z [AUDIT] Token created by 'jffe@000': tokenId='0fb27a15-a809-4fe2-8ceb-2b3a747e3185', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623058738127, refreshable=false
2021-06-07T09:28:58.133Z [AUDIT] Token created by 'jffe@000': tokenId='677bdd33-fe5a-4065-ac9b-71561a560ccb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623058738132, refreshable=false
2021-06-07T09:38:58.191Z [AUDIT] Token created by 'jffe@000': tokenId='86aaaccb-38a5-4a64-9367-43ab707effba', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623059338191, refreshable=false
2021-06-07T09:38:58.192Z [AUDIT] Token created by 'jffe@000': tokenId='fa623318-00a5-45a6-9ede-29ab934fc996', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623059338192, refreshable=false
2021-06-07T09:38:58.194Z [AUDIT] Token created by 'jffe@000': tokenId='76d95044-a992-4920-909b-d02ae3256897', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623059338194, refreshable=false
2021-06-07T09:48:58.273Z [AUDIT] Token created by 'jffe@000': tokenId='4c0c7916-b092-4685-ac52-4c645e037b1f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623059938273, refreshable=false
2021-06-07T09:48:58.276Z [AUDIT] Token created by 'jffe@000': tokenId='74d5c6a4-0d6f-4dc5-9e27-016015e57c1d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623059938276, refreshable=false
2021-06-07T09:48:58.280Z [AUDIT] Token created by 'jffe@000': tokenId='c26a55b1-3780-4dee-a01f-f741fcfcc465', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623059938280, refreshable=false
2021-06-07T09:58:58.338Z [AUDIT] Token created by 'jffe@000': tokenId='26e23851-36b5-4818-973d-311560f0f89e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623060538338, refreshable=false
2021-06-07T09:58:58.340Z [AUDIT] Token created by 'jffe@000': tokenId='4df4acb4-6692-4f19-a93b-0ae9731d5389', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623060538340, refreshable=false
2021-06-07T09:58:58.341Z [AUDIT] Token created by 'jffe@000': tokenId='81a214b0-bd21-4575-a4b7-2d8eaf02b07b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623060538341, refreshable=false
2021-06-07T10:08:58.437Z [AUDIT] Token created by 'jffe@000': tokenId='218737d9-87eb-4a3f-9773-9978d4aa6afe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623061138437, refreshable=false
2021-06-07T10:08:58.437Z [AUDIT] Token created by 'jffe@000': tokenId='b416c6c6-ddbe-446a-b0ce-fb25666d6bad', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623061138437, refreshable=false
2021-06-07T10:08:58.442Z [AUDIT] Token created by 'jffe@000': tokenId='0bc5fb9a-5d2b-4986-97b5-a16b75343ffe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623061138442, refreshable=false
2021-06-07T10:14:34.079Z [AUDIT] Token created by 'anonymous': tokenId='6e6c7492-7f82-4201-b97e-bf956249877b', issuer='jfac@01f7bx19j4gse11x6zk7h10p62', subject='jfac@01f7bx19j4gse11x6zk7h10p62', expiry=1623060894079, refreshable=false
2021-06-07T10:18:58.515Z [AUDIT] Token created by 'jffe@000': tokenId='86406118-5804-4747-8622-fc0c166b663f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623061738515, refreshable=false
2021-06-07T10:18:58.515Z [AUDIT] Token created by 'jffe@000': tokenId='8a8d20f1-dec1-4337-8603-7eee24aca80d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623061738515, refreshable=false
2021-06-07T10:18:58.518Z [AUDIT] Token created by 'jffe@000': tokenId='6b1fd3b7-d26d-4d69-a9d6-d7a9cf0ad1f2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623061738518, refreshable=false
2021-06-07T10:28:58.570Z [AUDIT] Token created by 'jffe@000': tokenId='a13afc9f-84e8-46eb-b1b4-17b1cbc98593', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623062338570, refreshable=false
2021-06-07T10:28:58.571Z [AUDIT] Token created by 'jffe@000': tokenId='5ee1bd01-67f3-4be2-bb6c-3131e0c914d5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623062338571, refreshable=false
2021-06-07T10:28:58.575Z [AUDIT] Token created by 'jffe@000': tokenId='ab48526c-f71a-4a2a-9e5f-4a13043987ec', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623062338574, refreshable=false
2021-06-07T10:38:58.633Z [AUDIT] Token created by 'jffe@000': tokenId='a3eecb31-c366-4d35-bad5-28a2f298ffe0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623062938633, refreshable=false
2021-06-07T10:38:58.636Z [AUDIT] Token created by 'jffe@000': tokenId='3f0fd74b-bd28-4d38-b1f4-601d9d68aa33', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623062938636, refreshable=false
2021-06-07T10:38:58.637Z [AUDIT] Token created by 'jffe@000': tokenId='26687b77-f55e-4744-b803-4ba59344192a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623062938637, refreshable=false
2021-06-07T10:48:58.688Z [AUDIT] Token created by 'jffe@000': tokenId='8005a25b-33d3-4702-afae-18876f3ca1b7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623063538688, refreshable=false
2021-06-07T10:48:58.688Z [AUDIT] Token created by 'jffe@000': tokenId='31205a9c-d4a9-4d9c-b547-62bd356fc52e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623063538688, refreshable=false
